1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
1e3a00000,204200000,202a00000,201800000,200600000,1ff600000,1fe400000,1fc400000,1fb200000,1f8000000,1f6e00000,1f5c00000,1f2a00000,1ee600000,1ed400000,1ea200000,1e9000000,1e7e00000,1e6c00000,1e5e00000,1e4c00000,
